date,year,month,population,rainfall_mm,temperature_c,inflow_mcm,losses_mcm,supply_mcm,domestic_demand_mcm,agricultural_demand_mcm,industrial_demand_mcm,total_demand_mcm,storage_mcm,stress_index_demand_over_supply,stress_index_demand_over_storage,scenario
2016-02-01,2016,2,1137758,102.85,22.77,16.717,1.6,15.117,4.357,19.792,3.69,27.839,0.0,1.842,27838941.457,virtual_water
2016-03-01,2016,3,1141012,59.22,25.72,13.559,1.724,11.835,4.551,22.786,3.582,30.919,0.0,2.612,30918507.746,virtual_water
2016-04-01,2016,4,1144266,44.26,24.16,8.016,1.659,6.357,4.468,25.923,4.053,34.444,0.0,5.418,34443600.343,virtual_water
2016-05-01,2016,5,1147521,45.22,22.13,7.815,1.573,6.242,4.355,22.73,4.019,31.104,0.0,4.983,31104171.74,virtual_water
2016-06-01,2016,6,1150775,19.95,21.23,3.961,1.536,2.425,4.311,21.07,3.406,28.788,0.0,11.871,28787967.024,virtual_water
2016-07-01,2016,7,1154029,19.94,18.25,3.854,1.411,2.444,4.138,13.478,3.735,21.351,0.0,8.738,21351160.536,virtual_water
2016-08-01,2016,8,1157283,22.73,15.33,4.987,1.288,3.699,3.967,8.896,3.62,16.483,0.0,4.456,16483485.689,virtual_water
2016-09-01,2016,9,1160537,41.55,12.39,6.221,1.165,5.057,3.794,4.932,4.159,12.885,0.0,2.548,12885404.677,virtual_water
2016-10-01,2016,10,1163792,71.89,12.94,10.83,1.188,9.643,3.839,5.846,3.498,13.184,0.0,1.367,13183948.25,virtual_water
2016-11-01,2016,11,1167046,73.59,13.7,11.897,1.22,10.677,3.898,6.078,4.237,14.213,0.0,1.331,14212810.46,virtual_water
2016-12-01,2016,12,1170300,93.04,14.28,15.077,1.244,13.833,3.946,9.322,3.828,17.095,0.0,1.236,17095098.546,virtual_water
2017-01-01,2017,1,1173554,65.4,19.07,11.622,1.445,10.177,4.26,15.55,3.567,23.377,0.0,2.297,23376680.623,virtual_water
2017-02-01,2017,2,1176920,84.73,23.15,13.082,1.616,11.466,4.531,17.763,3.688,25.982,0.0,2.266,25982445.94,virtual_water
2017-03-01,2017,3,1180286,62.38,23.84,12.271,1.645,10.626,4.588,24.149,3.657,32.394,0.0,3.049,32394419.441,virtual_water
2017-04-01,2017,4,1183652,40.37,24.24,9.276,1.662,7.614,4.627,28.029,3.538,36.194,0.0,4.754,36194219.423,virtual_water
2017-05-01,2017,5,1187018,26.96,23.59,7.67,1.635,6.035,4.599,24.36,3.881,32.839,0.0,5.441,32839178.886,virtual_water
2017-06-01,2017,6,1190384,20.68,22.0,3.48,1.568,1.911,4.509,20.373,3.55,28.433,0.0,14.875,28432833.615,virtual_water
2017-07-01,2017,7,1193750,30.99,17.13,6.03,1.363,4.667,4.208,15.61,3.312,23.129,0.0,4.956,23129363.166,virtual_water
2017-08-01,2017,8,1197117,8.77,15.64,2.897,1.301,1.596,4.124,10.687,3.762,18.572,0.0,11.639,18572443.608,virtual_water
2017-09-01,2017,9,1200483,37.87,13.0,4.978,1.19,3.788,3.964,3.306,3.406,10.676,0.0,2.818,10676262.836,virtual_water
2017-10-01,2017,10,1203849,49.19,13.99,8.36,1.232,7.128,4.039,2.253,3.669,9.962,0.0,1.397,9961519.968,virtual_water
2017-11-01,2017,11,1207215,68.57,13.17,11.032,1.197,9.834,3.998,5.955,3.63,13.583,0.0,1.381,13582520.838,virtual_water
2017-12-01,2017,12,1210581,97.34,16.84,15.613,1.351,14.261,4.249,8.754,3.639,16.642,0.0,1.167,16641988.852,virtual_water
2018-01-01,2018,1,1213947,96.46,17.66,16.6,1.386,15.214,4.314,16.582,4.378,25.274,0.0,1.661,25274404.275,virtual_water
2018-02-01,2018,2,1217429,101.36,22.01,16.362,1.568,14.794,4.612,19.99,3.892,28.494,0.0,1.926,28494157.841,virtual_water
2018-03-01,2018,3,1220911,70.65,23.99,12.741,1.652,11.089,4.756,21.97,3.939,30.666,0.0,2.765,30665816.52,virtual_water
2018-04-01,2018,4,1224393,46.65,23.84,9.946,1.645,8.3,4.76,24.206,3.434,32.4,0.0,3.903,32400252.718,virtual_water
2018-05-01,2018,5,1227875,34.81,23.88,6.492,1.647,4.845,4.776,20.992,3.715,29.482,0.0,6.084,29482404.105,virtual_water
2018-06-01,2018,6,1231357,27.6,22.51,4.732,1.589,3.142,4.698,20.087,3.932,28.717,0.0,9.139,28717165.034,virtual_water
2018-07-01,2018,7,1234838,22.12,18.28,4.165,1.412,2.754,4.43,14.782,3.622,22.833,0.0,8.292,22833383.873,virtual_water
2018-08-01,2018,8,1238320,11.68,14.19,3.228,1.24,1.988,4.168,9.139,4.105,17.412,0.0,8.76,17411928.927,virtual_water
2018-09-01,2018,9,1241802,38.59,13.33,5.484,1.204,4.28,4.123,7.019,3.577,14.719,0.0,3.439,14718733.713,virtual_water
2018-10-01,2018,10,1245284,57.74,11.82,8.574,1.14,7.434,4.032,5.726,3.806,13.565,0.0,1.825,13565079.704,virtual_water
2018-11-01,2018,11,1248766,102.71,13.07,16.594,1.193,15.401,4.128,5.52,3.731,13.379,0.0,0.869,13379371.877,virtual_water
2018-12-01,2018,12,1252248,107.83,15.47,19.865,1.294,18.571,4.302,7.086,3.919,15.308,2.022,0.824,7.571,virtual_water
2019-01-01,2019,1,1255730,79.76,17.21,15.828,1.472,14.356,4.432,15.805,3.739,23.975,5.285,1.67,4.536,virtual_water
2019-02-01,2019,2,1259332,81.86,20.28,14.995,1.682,13.312,4.653,21.11,3.831,29.595,0.0,2.223,29594917.98,virtual_water
2019-03-01,2019,3,1262934,54.94,24.15,12.021,1.658,10.363,4.931,24.754,3.84,33.524,0.0,3.235,33524411.881,virtual_water
2019-04-01,2019,4,1266536,47.91,24.15,9.658,1.658,7.999,4.945,27.002,3.715,35.662,0.0,4.458,35661983.51,virtual_water
2019-05-01,2019,5,1270137,41.29,21.71,8.064,1.556,6.508,4.792,22.985,4.02,31.797,0.0,4.886,31796600.477,virtual_water
2019-06-01,2019,6,1273739,39.16,22.2,7.443,1.576,5.867,4.839,22.855,3.959,31.652,0.0,5.395,31651636.435,virtual_water
2019-07-01,2019,7,1277341,11.25,18.79,3.85,1.433,2.417,4.617,13.913,3.877,22.407,0.0,9.271,22406540.162,virtual_water
2019-08-01,2019,8,1280943,16.84,15.0,1.776,1.274,0.502,4.368,10.583,3.791,18.742,0.0,37.36,18742390.582,virtual_water
2019-09-01,2019,9,1284545,11.73,12.32,2.882,1.161,1.72,4.194,3.721,4.098,12.013,0.0,6.983,12013308.7,virtual_water
2019-10-01,2019,10,1288146,53.05,13.24,6.03,1.2,4.83,4.27,3.188,3.84,11.298,0.0,2.339,11297782.436,virtual_water
2019-11-01,2019,11,1291748,59.75,13.65,9.469,1.217,8.251,4.311,7.565,3.822,15.698,0.0,1.903,15698458.879,virtual_water
2019-12-01,2019,12,1295350,78.96,17.48,13.852,1.378,12.474,4.59,9.371,3.925,17.886,0.0,1.434,17886434.665,virtual_water
2020-01-01,2020,1,1298952,79.48,18.94,14.553,1.439,13.114,4.706,16.128,4.344,25.178,0.0,1.92,25177573.805,virtual_water
2020-02-01,2020,2,1302678,84.18,21.91,15.675,1.564,14.11,4.928,20.804,3.585,29.317,0.0,2.078,29317479.796,virtual_water
2020-03-01,2020,3,1306404,51.41,23.66,10.499,1.638,8.862,5.066,24.347,4.112,33.526,0.0,3.783,33525534.038,virtual_water
2020-04-01,2020,4,1310129,37.4,25.25,6.358,1.705,4.653,5.193,27.557,3.447,36.196,0.0,7.778,36196265.525,virtual_water
2020-05-01,2020,5,1313855,63.05,24.3,9.495,1.664,7.83,5.14,24.189,3.974,33.303,0.0,4.253,33303196.085,virtual_water
2020-06-01,2020,6,1317581,9.24,22.6,4.524,1.593,2.93,5.034,18.383,4.314,27.731,0.0,9.463,27730667.293,virtual_water
2020-07-01,2020,7,1321306,6.84,18.18,1.386,1.408,0.0,4.733,14.156,4.042,22.931,0.0,22931037.455,22931037.455,virtual_water
2020-08-01,2020,8,1325032,46.73,15.25,6.991,1.285,5.706,4.536,10.381,3.963,18.88,0.0,3.309,18880452.655,virtual_water
2020-09-01,2020,9,1328758,72.36,13.02,11.029,1.191,9.838,4.389,6.242,3.78,14.41,0.0,1.465,14410457.337,virtual_water
2020-10-01,2020,10,1332484,40.94,13.23,9.096,1.2,7.896,4.417,2.44,3.928,10.784,0.0,1.366,10783891.364,virtual_water
2020-11-01,2020,11,1336210,68.08,14.6,9.698,1.257,8.441,4.528,4.898,3.857,13.282,0.0,1.574,13282493.583,virtual_water
2020-12-01,2020,12,1339935,89.41,15.23,14.887,1.284,13.603,4.586,9.022,3.724,17.331,0.0,1.274,17331471.867,virtual_water
2021-01-01,2021,1,1343661,110.74,18.29,18.263,1.412,16.85,4.821,14.737,3.869,23.427,0.0,1.39,23426578.145,virtual_water
2021-02-01,2021,2,1347515,73.47,21.88,14.214,1.563,12.651,5.096,18.945,3.991,28.031,0.0,2.216,28031244.321,virtual_water
2021-03-01,2021,3,1351369,69.56,23.63,12.189,1.636,10.553,5.238,23.81,3.749,32.797,0.0,3.108,32796764.315,virtual_water
2021-04-01,2021,4,1355223,64.33,25.39,11.385,1.71,9.674,5.382,25.142,3.739,34.263,0.0,3.542,34262887.634,virtual_water
2021-05-01,2021,5,1359077,42.72,22.02,8.394,1.569,6.825,5.15,25.49,3.601,34.24,0.0,5.017,34240491.676,virtual_water
2021-06-01,2021,6,1362931,20.18,20.97,6.131,1.525,4.607,5.087,21.567,4.039,30.693,0.0,6.663,30692501.429,virtual_water
2021-07-01,2021,7,1366785,18.39,18.0,3.234,1.4,1.834,4.882,15.001,4.077,23.961,0.0,13.068,23960813.032,virtual_water
2021-08-01,2021,8,1370639,8.19,13.77,1.774,1.222,0.551,4.583,9.286,3.999,17.868,0.0,32.404,17867582.058,virtual_water
2021-09-01,2021,9,1374493,34.64,12.66,2.996,1.176,1.82,4.514,5.956,4.182,14.652,0.0,8.051,14652043.166,virtual_water
2021-10-01,2021,10,1378347,51.8,11.9,7.449,1.144,6.306,4.469,3.356,3.963,11.788,0.0,1.87,11788345.174,virtual_water
2021-11-01,2021,11,1382201,75.29,13.27,11.732,1.201,10.53,4.584,4.412,4.039,13.035,0.0,1.238,13035488.834,virtual_water
2021-12-01,2021,12,1386055,78.65,16.52,13.038,1.338,11.7,4.84,8.628,4.017,17.485,0.0,1.494,17484935.307,virtual_water
2022-01-01,2022,1,1389909,71.74,18.46,14.023,1.419,12.603,5.0,14.47,3.939,23.409,0.0,1.857,23408914.621,virtual_water
2022-02-01,2022,2,1393896,73.1,20.84,12.589,1.519,11.07,5.192,19.276,3.829,28.298,0.0,2.556,28297537.616,virtual_water
2022-03-01,2022,3,1397882,55.77,23.81,11.701,1.644,10.057,5.432,24.849,4.516,34.796,0.0,3.46,34796216.309,virtual_water
2022-04-01,2022,4,1401869,44.42,25.5,8.418,1.715,6.703,5.575,26.988,3.849,36.412,0.0,5.432,36411852.574,virtual_water
2022-05-01,2022,5,1405856,28.6,23.08,5.866,1.613,4.252,5.407,22.75,3.796,31.952,0.0,7.514,31952387.987,virtual_water
2022-06-01,2022,6,1409842,18.52,20.93,3.699,1.523,2.176,5.259,20.702,4.071,30.032,0.0,13.802,30031794.763,virtual_water
2022-07-01,2022,7,1413829,8.51,19.11,2.017,1.446,0.571,5.135,14.968,4.025,24.128,0.0,42.277,24127739.96,virtual_water
2022-08-01,2022,8,1417816,21.37,15.48,4.439,1.294,3.145,4.872,10.202,3.611,18.684,0.0,5.942,18684324.43,virtual_water
2022-09-01,2022,9,1421802,27.25,13.98,2.604,1.231,1.373,4.77,5.794,4.243,14.807,0.0,10.786,14806959.168,virtual_water
2022-10-01,2022,10,1425789,60.09,12.65,7.19,1.175,6.015,4.681,2.608,3.938,11.227,0.0,1.867,11227067.97,virtual_water
2022-11-01,2022,11,1429776,68.54,14.03,11.116,1.233,9.883,4.8,4.295,3.684,12.779,0.0,1.293,12779313.305,virtual_water
2022-12-01,2022,12,1433762,67.46,14.83,11.873,1.267,10.606,4.876,9.827,4.259,18.963,0.0,1.788,18962620.457,virtual_water
2023-01-01,2023,1,1437749,80.84,18.68,13.997,1.429,12.568,5.188,16.523,4.139,25.85,0.0,2.057,25850413.872,virtual_water
2023-02-01,2023,2,1441873,71.96,21.52,13.438,1.548,11.89,5.425,18.091,3.667,27.182,0.0,2.286,27182392.164,virtual_water
2023-03-01,2023,3,1445997,86.79,22.91,14.103,1.606,12.496,5.549,25.16,4.427,35.136,0.0,2.812,35135924.386,virtual_water
2023-04-01,2023,4,1450121,58.15,23.44,12.496,1.628,10.867,5.606,27.636,4.148,37.389,0.0,3.441,37389001.769,virtual_water
2023-05-01,2023,5,1454245,43.26,24.43,9.177,1.67,7.506,5.7,24.561,3.98,34.242,0.0,4.562,34241693.744,virtual_water
2023-06-01,2023,6,1458369,3.75,21.41,2.878,1.543,1.335,5.478,21.408,4.381,31.267,0.0,23.418,31266572.751,virtual_water
2023-07-01,2023,7,1462492,31.13,17.87,4.781,1.395,3.386,5.214,14.444,4.023,23.681,0.0,6.994,23681068.373,virtual_water
2023-08-01,2023,8,1466616,30.14,15.61,5.545,1.3,4.245,5.05,9.685,3.976,18.71,0.0,4.408,18710452.689,virtual_water
2023-09-01,2023,9,1470740,24.17,14.4,4.095,1.249,2.846,4.967,3.886,3.818,12.671,0.0,4.452,12671105.543,virtual_water
2023-10-01,2023,10,1474864,49.34,10.87,7.872,1.1,6.771,4.7,1.555,4.128,10.383,0.0,1.533,10383246.393,virtual_water
2023-11-01,2023,11,1478988,75.66,12.3,11.948,1.16,10.787,4.827,6.962,4.102,15.892,0.0,1.473,15891907.328,virtual_water
2023-12-01,2023,12,1483112,85.94,14.95,14.501,1.272,13.229,5.054,8.646,3.987,17.686,0.0,1.337,17686217.799,virtual_water
2024-01-01,2024,1,1487236,86.49,19.89,16.286,1.479,14.806,5.464,14.797,3.807,24.068,0.0,1.626,24067977.87,virtual_water
2024-02-01,2024,2,1491502,84.07,21.95,12.879,1.566,11.313,5.645,19.16,4.036,28.842,0.0,2.549,28842215.54,virtual_water
2024-03-01,2024,3,1495768,69.48,24.53,11.79,1.674,10.116,5.87,23.144,3.987,33.001,0.0,3.262,33000543.734,virtual_water
2024-04-01,2024,4,1500034,56.83,23.81,9.66,1.644,8.016,5.829,26.095,3.671,35.595,0.0,4.441,35594592.363,virtual_water
2024-05-01,2024,5,1504299,55.16,23.02,9.45,1.611,7.839,5.781,23.96,3.636,33.377,0.0,4.258,33377376.367,virtual_water
2024-06-01,2024,6,1508565,0.0,22.08,2.692,1.571,1.121,5.721,21.278,4.145,31.144,0.0,27.787,31143671.348,virtual_water
2024-07-01,2024,7,1512831,17.16,18.77,0.896,1.432,0.0,5.466,15.887,3.354,24.707,0.0,24707032.132,24707032.132,virtual_water
2024-08-01,2024,8,1517097,26.81,16.16,3.397,1.323,2.074,5.268,10.249,4.055,19.573,0.0,9.438,19572619.123,virtual_water
2024-09-01,2024,9,1521363,41.05,13.37,5.748,1.206,4.542,5.054,6.139,3.884,15.077,0.0,3.32,15077401.385,virtual_water
2024-10-01,2024,10,1525628,50.54,12.94,10.312,1.188,9.124,5.033,6.277,4.331,15.641,0.0,1.714,15641271.378,virtual_water
2024-11-01,2024,11,1529894,51.42,13.65,10.393,1.217,9.176,5.105,4.571,3.881,13.557,0.0,1.477,13557319.114,virtual_water
2024-12-01,2024,12,1534160,89.25,16.34,13.303,1.33,11.972,5.343,9.798,4.169,19.31,0.0,1.613,19309629.029,virtual_water
2025-01-01,2025,1,1538426,110.73,19.4,17.959,1.459,16.5,5.611,16.759,3.926,26.296,0.0,1.594,26296195.424,virtual_water
2025-02-01,2025,2,1542839,66.9,20.45,13.09,1.503,11.587,5.715,22.417,4.053,32.186,0.0,2.778,32186362.265,virtual_water
2025-03-01,2025,3,1547251,82.87,22.15,12.137,1.574,10.563,5.873,23.22,4.209,33.303,0.0,3.153,33302752.477,virtual_water
2025-04-01,2025,4,1551664,51.06,25.55,10.512,1.717,8.794,6.175,26.025,3.909,36.11,0.0,4.106,36109807.147,virtual_water
2025-05-01,2025,5,1556077,36.76,24.9,6.386,1.69,4.696,6.138,26.556,4.274,36.968,0.0,7.872,36967953.707,virtual_water
2025-06-01,2025,6,1560489,12.05,20.93,3.339,1.523,1.816,5.821,21.51,3.777,31.108,0.0,17.133,31107532.423,virtual_water
2025-07-01,2025,7,1564902,15.99,17.26,1.311,1.369,0.0,5.527,15.634,4.099,25.26,0.0,25260438.82,25260438.82,virtual_water
2025-08-01,2025,8,1569315,40.29,15.83,5.165,1.309,3.856,5.422,9.639,4.256,19.316,0.0,5.009,19316070.932,virtual_water
2025-09-01,2025,9,1573727,44.49,14.3,7.684,1.245,6.44,5.307,5.413,4.19,14.91,0.0,2.315,14909964.571,virtual_water
2025-10-01,2025,10,1578140,75.79,14.19,11.913,1.24,10.673,5.312,4.746,4.504,14.562,0.0,1.364,14562238.017,virtual_water
2025-11-01,2025,11,1582553,86.63,13.97,14.925,1.231,13.694,5.308,5.571,3.834,14.713,0.0,1.074,14713227.002,virtual_water
2025-12-01,2025,12,1586965,90.58,15.45,14.588,1.293,13.295,5.45,9.849,3.68,18.979,0.0,1.428,18979456.831,virtual_water
2026-01-01,2026,1,1591378,61.29,18.07,12.947,1.403,11.544,5.69,13.218,3.797,22.705,0.0,1.967,22705215.784,virtual_water
2026-02-01,2026,2,1595942,50.04,21.79,8.708,1.559,7.149,6.027,17.138,4.211,27.376,0.0,3.83,27376335.924,virtual_water
2026-03-01,2026,3,1600507,45.55,23.74,8.713,1.641,7.072,6.213,21.807,4.17,32.19,0.0,4.552,32190455.879,virtual_water
2026-04-01,2026,4,1605072,28.42,23.97,5.864,1.651,4.214,6.251,25.494,4.072,35.816,0.0,8.5,35816272.331,virtual_water
2026-05-01,2026,5,1609636,21.16,25.62,2.983,1.72,1.263,6.412,19.452,3.765,29.629,0.0,23.454,29628646.936,virtual_water
2026-06-01,2026,6,1614200,9.02,23.21,1.962,1.619,0.344,6.22,18.16,4.238,28.618,0.0,83.25,28617708.686,virtual_water
2026-07-01,2026,7,1618765,17.61,19.69,2.923,1.471,1.452,5.93,12.362,3.74,22.032,0.0,15.173,22031883.816,virtual_water
2026-08-01,2026,8,1623330,5.83,15.04,2.129,1.276,0.853,5.539,9.035,4.336,18.91,0.0,22.165,18909637.328,virtual_water
2026-09-01,2026,9,1627894,25.91,14.27,3.367,1.243,2.123,5.487,5.058,4.76,15.305,0.0,7.208,15305423.255,virtual_water
2026-10-01,2026,10,1632458,29.12,13.29,6.153,1.202,4.951,5.416,4.531,4.138,14.084,0.0,2.845,14084395.187,virtual_water
2026-11-01,2026,11,1637023,47.82,13.94,8.193,1.229,6.964,5.488,6.21,4.192,15.89,0.0,2.282,15889967.84,virtual_water
2026-12-01,2026,12,1641588,52.11,16.78,8.689,1.349,7.34,5.756,8.642,3.923,18.32,0.0,2.496,18320231.92,virtual_water
2027-01-01,2027,1,1646152,61.8,19.34,10.906,1.456,9.45,5.999,14.34,3.614,23.953,0.0,2.535,23953357.406,virtual_water
2027-02-01,2027,2,1650874,51.98,22.42,11.159,1.586,9.573,6.291,15.503,3.916,25.71,0.0,2.686,25710465.167,virtual_water
2027-03-01,2027,3,1655595,29.63,24.54,7.927,1.674,6.253,6.498,22.964,3.794,33.256,0.0,5.318,33255553.2,virtual_water
2027-04-01,2027,4,1660317,29.94,25.1,4.241,1.698,2.543,6.567,22.986,3.705,33.258,0.0,13.078,33258464.467,virtual_water
2027-05-01,2027,5,1665039,12.95,22.6,2.417,1.593,0.824,6.361,22.441,4.498,33.299,0.0,40.421,33299463.235,virtual_water
2027-06-01,2027,6,1669760,10.2,21.9,3.118,1.564,1.554,6.316,16.65,4.135,27.101,0.0,17.438,27100896.272,virtual_water
2027-07-01,2027,7,1674482,21.07,18.39,2.27,1.416,0.854,6.016,12.338,4.162,22.516,0.0,26.367,22515801.26,virtual_water
2027-08-01,2027,8,1679204,17.87,14.81,2.237,1.266,0.971,5.709,8.625,3.99,18.323,0.0,18.87,18323304.428,virtual_water
2027-09-01,2027,9,1683925,16.08,14.98,2.519,1.273,1.246,5.74,5.012,4.024,14.776,0.0,11.855,14775677.755,virtual_water
2027-10-01,2027,10,1688647,23.67,14.21,4.08,1.241,2.839,5.687,4.056,4.308,14.051,0.0,4.949,14050605.924,virtual_water
2027-11-01,2027,11,1693369,40.27,14.72,6.094,1.262,4.832,5.749,6.135,4.059,15.943,0.0,3.3,15942987.522,virtual_water
2027-12-01,2027,12,1698090,39.07,16.03,6.38,1.317,5.062,5.885,6.676,4.2,16.761,0.0,3.311,16760665.263,virtual_water
2028-01-01,2028,1,1702812,69.65,19.96,10.044,1.482,8.562,6.263,14.226,4.039,24.528,0.0,2.865,24527808.681,virtual_water
2028-02-01,2028,2,1707696,75.7,21.89,12.36,1.563,10.796,6.459,17.967,4.002,28.428,0.0,2.633,28428283.953,virtual_water
2028-03-01,2028,3,1712580,73.41,24.24,12.263,1.662,10.601,6.694,21.211,3.736,31.641,0.0,2.985,31641143.449,virtual_water
2028-04-01,2028,4,1717464,52.96,24.01,12.167,1.652,10.515,6.692,21.184,3.594,31.47,0.0,2.993,31469549.492,virtual_water
2028-05-01,2028,5,1722349,8.5,24.39,4.06,1.669,2.392,6.747,21.932,4.023,32.701,0.0,13.674,32701080.916,virtual_water
2028-06-01,2028,6,1727233,24.09,21.93,4.107,1.565,2.542,6.536,15.496,4.102,26.135,0.0,10.281,26134603.659,virtual_water
2028-07-01,2028,7,1732117,17.73,17.84,3.046,1.393,1.653,6.172,13.894,3.766,23.833,0.0,14.42,23832585.565,virtual_water
2028-08-01,2028,8,1737001,25.21,15.84,3.87,1.309,2.561,6.002,6.985,4.079,17.066,0.0,6.664,17066106.049,virtual_water
2028-09-01,2028,9,1741885,48.36,13.62,6.677,1.216,5.461,5.81,5.102,4.101,15.013,0.0,2.749,15013120.99,virtual_water
2028-10-01,2028,10,1746770,25.7,14.32,3.566,1.245,2.321,5.892,3.659,3.549,13.1,0.0,5.644,13100402.554,virtual_water
2028-11-01,2028,11,1751654,55.6,14.4,7.058,1.249,5.809,5.916,6.24,3.859,16.016,0.0,2.757,16015585.288,virtual_water
2028-12-01,2028,12,1756538,78.54,15.89,11.092,1.311,9.78,6.074,8.325,4.19,18.589,0.0,1.901,18588519.074,virtual_water
2029-01-01,2029,1,1761422,39.24,19.13,7.13,1.447,5.683,6.399,12.572,4.206,23.177,0.0,4.078,23177330.597,virtual_water
2029-02-01,2029,2,1766474,56.92,21.97,8.076,1.567,6.51,6.688,17.507,3.821,28.015,0.0,4.304,28015345.794,virtual_water
2029-03-01,2029,3,1771526,42.5,23.96,9.254,1.65,7.604,6.898,22.794,4.149,33.841,0.0,4.451,33840873.872,virtual_water
2029-04-01,2029,4,1776579,36.0,24.06,6.606,1.655,4.951,6.928,23.313,4.365,34.606,0.0,6.99,34605719.123,virtual_water
2029-05-01,2029,5,1781631,16.93,24.01,4.997,1.652,3.345,6.942,21.102,4.303,32.347,0.0,9.672,32347186.118,virtual_water
2029-06-01,2029,6,1786683,19.04,21.33,3.55,1.54,2.01,6.704,17.782,4.085,28.571,0.0,14.217,28571016.455,virtual_water
2029-07-01,2029,7,1791736,18.13,17.93,3.847,1.397,2.45,6.393,11.682,3.992,22.067,0.0,9.008,22067165.45,virtual_water
2029-08-01,2029,8,1796788,15.18,16.34,2.091,1.33,0.761,6.257,8.934,3.952,19.142,0.0,25.147,19142268.272,virtual_water
2029-09-01,2029,9,1801840,22.27,14.05,3.945,1.234,2.711,6.052,3.27,4.226,13.548,0.0,4.998,13547758.493,virtual_water
2029-10-01,2029,10,1806892,32.18,11.5,5.694,1.127,4.567,5.82,4.561,4.158,14.539,0.0,3.183,14539068.309,virtual_water
2029-11-01,2029,11,1811944,34.33,13.64,5.434,1.217,4.217,6.045,5.196,4.266,15.508,0.0,3.677,15508066.958,virtual_water
2029-12-01,2029,12,1816997,46.16,16.73,7.904,1.347,6.558,6.365,10.972,4.142,21.479,0.0,3.275,21479422.739,virtual_water
2030-01-01,2030,1,1822049,74.94,19.83,12.057,1.477,10.58,6.688,12.206,4.335,23.229,0.0,2.196,23228706.858,virtual_water
2030-02-01,2030,2,1827275,76.42,22.8,12.857,1.602,11.255,7.001,17.983,4.154,29.138,0.0,2.589,29137653.58,virtual_water
2030-03-01,2030,3,1832501,71.82,24.21,11.912,1.661,10.252,7.16,23.407,4.326,34.893,0.0,3.404,34892922.472,virtual_water
2030-04-01,2030,4,1837728,35.95,24.3,7.228,1.665,5.563,7.19,24.063,4.348,35.601,0.0,6.4,35600872.093,virtual_water
2030-05-01,2030,5,1842954,30.6,23.31,5.705,1.623,4.082,7.111,20.862,3.929,31.903,0.0,7.815,31902690.735,virtual_water
2030-06-01,2030,6,1848180,36.1,22.26,6.29,1.579,4.711,7.026,18.316,3.678,29.021,0.0,6.16,29020831.747,virtual_water
2030-07-01,2030,7,1853406,9.42,19.28,2.414,1.454,0.961,6.749,13.33,4.516,24.595,0.0,25.605,24594726.977,virtual_water
2030-08-01,2030,8,1858632,12.6,17.01,2.059,1.358,0.701,6.54,8.856,4.194,19.589,0.0,27.964,19589415.8,virtual_water
2030-09-01,2030,9,1863858,33.94,14.66,5.275,1.26,4.015,6.322,4.371,3.701,14.394,0.0,3.585,14394082.793,virtual_water
2030-10-01,2030,10,1869084,55.36,12.87,9.058,1.185,7.874,6.159,3.717,3.952,13.827,0.0,1.756,13827458.051,virtual_water
2030-11-01,2030,11,1874311,61.74,12.79,11.711,1.181,10.53,6.168,3.453,4.323,13.944,0.0,1.324,13943956.945,virtual_water
2030-12-01,2030,12,1879537,86.07,15.72,14.807,1.304,13.502,6.483,8.706,4.06,19.249,0.0,1.426,19248680.275,virtual_water
2031-01-01,2031,1,1884763,85.24,19.2,14.159,1.451,12.709,6.855,13.835,4.023,24.712,0.0,1.945,24712495.075,virtual_water
2031-02-01,2031,2,1890169,81.1,21.87,15.757,1.562,14.194,7.147,17.921,4.501,29.568,0.0,2.083,29568372.094,virtual_water
2031-03-01,2031,3,1895575,67.28,23.76,12.074,1.642,10.432,7.361,20.002,3.889,31.252,0.0,2.996,31252418.012,virtual_water
2031-04-01,2031,4,1900981,70.49,25.23,13.003,1.704,11.299,7.533,23.938,3.951,35.422,0.0,3.135,35422085.219,virtual_water
2031-05-01,2031,5,1906387,29.78,23.82,7.404,1.645,5.759,7.409,22.021,4.204,33.634,0.0,5.84,33634329.268,virtual_water
2031-06-01,2031,6,1911793,0.55,21.53,1.301,1.548,0.0,7.193,17.412,4.249,28.854,0.0,28853775.267,28853775.267,virtual_water
2031-07-01,2031,7,1917200,33.36,19.28,2.67,1.454,1.216,6.981,13.089,4.275,24.345,0.0,20.021,24345138.026,virtual_water
2031-08-01,2031,8,1922606,16.32,15.71,3.613,1.304,2.309,6.63,7.068,4.379,18.076,0.0,7.827,18076356.964,virtual_water
2031-09-01,2031,9,1928012,32.98,14.03,3.649,1.233,2.415,6.473,4.056,4.201,14.73,0.0,6.098,14729757.682,virtual_water
2031-10-01,2031,10,1933418,60.11,13.25,9.868,1.2,8.668,6.41,3.273,4.273,13.956,0.0,1.61,13956472.947,virtual_water
2031-11-01,2031,11,1938824,45.28,12.92,9.916,1.187,8.729,6.394,6.355,4.086,16.835,0.0,1.929,16834640.031,virtual_water
2031-12-01,2031,12,1944230,59.75,15.65,9.059,1.301,7.758,6.698,7.946,4.167,18.811,0.0,2.425,18810521.387,virtual_water
2032-01-01,2032,1,1949636,60.17,20.23,10.749,1.494,9.255,7.199,14.076,4.199,25.474,0.0,2.752,25473997.737,virtual_water
