date,year,month,population,rainfall_mm,temperature_c,evaporation_mcm,total_demand_mcm,storage_baseline_mcm,storage_rain_minus3_mcm,storage_rain_minus5_mcm,stress_baseline,stress_rain_minus3,stress_rain_minus5,delta_storage,supply_mcm,storage_original_mcm,storage_reconstructed_mcm
2013-07-01,2013,7,1042696,41.28,17.49,0.35,22.189,58.564506390029834,0.0,0.0,22189471.57,22189471.57,22189471.57,0.0,22.189,0.0,58.564506390029834
2013-08-01,2013,8,1045623,17.15,15.09,0.302,17.56,60.48025715802352,0.0,0.0,17559789.39,17559789.39,17559789.39,0.0,17.56,0.0,60.48025715802352
2013-09-01,2013,9,1048551,48.38,12.83,0.257,12.801,62.72119493196606,0.0,0.0,12801303.52,12801303.52,12801303.52,0.0,12.801,0.0,62.72119493196606
2013-10-01,2013,10,1051478,50.97,12.96,0.259,11.821,62.402800533114174,0.0,0.0,11820885.77,11820885.77,11820885.77,0.0,11.821,0.0,62.402800533114174
2013-11-01,2013,11,1054406,89.32,13.36,0.267,13.689,57.99423161156386,0.0,0.0,13689397.11,13689397.11,13689397.11,0.0,13.689,0.0,57.99423161156386
2013-12-01,2013,12,1057333,98.49,14.15,0.283,17.714,60.86871795213661,4.237,3.862,3.691,4.181,4.587,4.8,22.514,4.8,60.86871795213661
2014-01-01,2014,1,1060261,98.43,18.78,0.376,23.973,63.828952517240396,6.302,5.514,3.203,3.804,4.348,2.686,26.659,7.486,63.828952517240396
2014-02-01,2014,2,1063302,94.23,21.02,0.42,31.371,59.92939302949404,2.004,0.802,8.239,15.65,39.102,-3.678,27.693,3.808,59.92939302949404
2014-03-01,2014,3,1066343,73.45,24.51,0.49,35.072,59.02331033720701,0.0,0.0,35072093.49,35072093.49,35072093.49,-3.808,31.264000000000003,0.0,59.02331033720701
2014-04-01,2014,4,1069384,64.46,23.98,0.48,37.276,47.59341675397704,0.0,0.0,37275708.8,37275708.8,37275708.8,0.0,37.276,0.0,47.59341675397704
2014-05-01,2014,5,1072426,35.45,23.17,0.463,36.479,41.68247296360612,0.0,0.0,36479206.72,36479206.72,36479206.72,0.0,36.479,0.0,41.68247296360612
2014-06-01,2014,6,1075467,13.1,21.8,0.436,30.073,38.51842677866341,0.0,0.0,30073175.49,30073175.49,30073175.49,0.0,30.073,0.0,38.51842677866341
2014-07-01,2014,7,1078508,7.22,18.95,0.379,25.183,33.133505566516874,0.0,0.0,25182802.68,25182802.68,25182802.68,0.0,25.183,0.0,33.133505566516874
2014-08-01,2014,8,1081549,27.08,15.73,0.315,18.598,31.07979539947942,0.0,0.0,18597895.73,18597895.73,18597895.73,0.0,18.598,0.0,31.07979539947942
2014-09-01,2014,9,1084590,55.79,12.04,0.241,11.76,36.32256809366581,0.0,0.0,11760440.09,11760440.09,11760440.09,0.0,11.76,0.0,36.32256809366581
2014-10-01,2014,10,1087632,61.6,12.8,0.256,11.588,44.544253753887766,0.0,0.0,11587956.96,11587956.96,11587956.96,0.0,11.588,0.0,44.544253753887766
2014-11-01,2014,11,1090673,78.81,12.5,0.25,13.433,54.392377643573475,0.704,0.445,12.3,19.081,30.167,1.092,14.525,1.092,54.392377643573475
2014-12-01,2014,12,1093714,97.5,15.58,0.312,17.794,55.0544685163228,3.075,2.485,4.494,5.786,7.159,2.868,20.662,3.96,55.0544685163228
2015-01-01,2015,1,1096755,113.06,17.45,0.349,24.063,55.860375699228,4.83,3.83,3.802,4.982,6.282,2.3680000000000003,26.431,6.328,55.860375699228
2015-02-01,2015,2,1099901,96.83,21.76,0.435,30.058,57.69691937269419,3.448,1.974,5.311,8.717,15.227,-0.6690000000000005,29.389,5.659,57.69691937269419
2015-03-01,2015,3,1103046,75.89,23.08,0.462,35.431,60.56511554509474,0.0,0.0,35430993.5,35430993.5,35430993.5,-5.659,29.772,0.0,60.56511554509474
2015-04-01,2015,4,1106192,71.06,23.55,0.471,38.709,66.14998417174932,0.0,0.0,38708660.81,38708660.81,38708660.81,0.0,38.709,0.0,66.14998417174932
2015-05-01,2015,5,1109338,44.29,24.15,0.483,35.291,60.82057171164857,0.0,0.0,35290867.29,35290867.29,35290867.29,0.0,35.291,0.0,60.82057171164857
2015-06-01,2015,6,1112484,40.72,21.62,0.432,31.795,64.06089180351788,0.0,0.0,31795150.05,31795150.05,31795150.05,0.0,31.795,0.0,64.06089180351788
2015-07-01,2015,7,1115630,21.83,18.02,0.36,23.299,65.68453351972418,0.0,0.0,23299068.51,23299068.51,23299068.51,0.0,23.299,0.0,65.68453351972418
2015-08-01,2015,8,1118775,13.11,16.47,0.329,17.816,69.0647576008206,0.0,0.0,17815820.69,17815820.69,17815820.69,0.0,17.816,0.0,69.0647576008206
2015-09-01,2015,9,1121921,26.32,12.95,0.259,13.224,70.11477766092786,0.0,0.0,13223818.16,13223818.16,13223818.16,0.0,13.224,0.0,70.11477766092786
2015-10-01,2015,10,1125067,76.51,12.47,0.249,13.485,74.90877486192964,0.0,0.0,13485353.68,13485353.68,13485353.68,0.0,13.485,0.0,74.90877486192964
2015-11-01,2015,11,1128212,97.24,13.44,0.269,11.817,85.50598570856363,1.85,1.529,5.067,6.387,7.73,2.332,14.149,2.332,85.50598570856363
2015-12-01,2015,12,1131358,92.85,15.02,0.3,19.077,87.00299556226277,9.571,8.841,1.789,1.993,2.158,8.334,27.411,10.666,87.00299556226277
2016-01-01,2016,1,1134504,96.17,18.81,0.376,24.968,83.6699308971171,9.107,7.987,2.315,2.742,3.126,0.1199999999999992,25.088,10.786,83.6699308971171
2016-02-01,2016,2,1137758,109.26,21.11,0.422,31.879,80.49191485793139,3.352,1.828,5.655,9.511,17.437,-5.149,26.73,5.637,80.49191485793139
2016-03-01,2016,3,1141012,68.93,23.39,0.468,36.371,71.33061317308125,0.0,0.0,36371056.78,36371056.78,36371056.78,-5.637,30.734,0.0,71.33061317308125
2016-04-01,2016,4,1144266,51.05,25.43,0.509,38.734,62.784888933307,0.0,0.0,38733865.56,38733865.56,38733865.56,0.0,38.734,0.0,62.784888933307
2016-05-01,2016,5,1147521,46.43,22.95,0.459,36.087,61.212498130186376,0.0,0.0,36087091.53,36087091.53,36087091.53,0.0,36.087,0.0,61.212498130186376
2016-06-01,2016,6,1150775,21.41,19.79,0.396,32.612,51.364474457139494,0.0,0.0,32612498.48,32612498.48,32612498.48,0.0,32.612,0.0,51.364474457139494
2016-07-01,2016,7,1154029,19.95,19.61,0.392,24.362,49.33824614769526,0.0,0.0,24362359.36,24362359.36,24362359.36,0.0,24.362,0.0,49.33824614769526
2016-08-01,2016,8,1157283,23.72,17.26,0.345,19.138,41.7344788235116,0.0,0.0,19137711.2,19137711.2,19137711.2,0.0,19.138,0.0,41.7344788235116
2016-09-01,2016,9,1160537,43.38,13.0,0.26,12.558,42.4775262542115,0.0,0.0,12557863.76,12557863.76,12557863.76,0.0,12.558,0.0,42.4775262542115
2016-10-01,2016,10,1163792,74.07,11.12,0.222,10.964,47.082526580934015,0.0,0.0,10964312.9,10964312.9,10964312.9,0.0,10.964,0.0,47.082526580934015
2016-11-01,2016,11,1167046,80.91,13.07,0.261,12.235,48.56897503605016,3.902,3.591,2.8,3.135,3.407,4.369,16.604,4.369,48.56897503605016
2016-12-01,2016,12,1170300,101.08,15.28,0.306,18.323,58.573723650134326,7.887,7.236,2.067,2.323,2.532,4.494,22.817,8.863,58.573723650134326
2017-01-01,2017,1,1173554,79.5,18.38,0.368,26.292,60.774444343945106,9.848,8.773,2.294,2.67,2.997,2.5980000000000008,28.89,11.461,60.774444343945106
2017-02-01,2017,2,1176920,94.15,20.73,0.415,31.48,50.02500652364897,0.0,0.0,21.041,31479569.9,31479569.9,-9.965,21.515,1.496,50.02500652364897
2017-03-01,2017,3,1180286,71.57,24.11,0.482,36.816,44.09623943032365,0.0,0.0,36815622.98,36815622.98,36815622.98,-1.496,35.32,0.0,44.09623943032365
2017-04-01,2017,4,1183652,47.81,24.88,0.498,37.522,43.77863835762379,0.0,0.0,37521955.02,37521955.02,37521955.02,0.0,37.522,0.0,43.77863835762379
2017-05-01,2017,5,1187018,31.22,22.66,0.453,36.379,40.71686235631053,0.0,0.0,36378690.22,36378690.22,36378690.22,0.0,36.379,0.0,40.71686235631053
2017-06-01,2017,6,1190384,22.02,22.0,0.44,30.348,43.99587059416377,0.0,0.0,30348118.96,30348118.96,30348118.96,0.0,30.348,0.0,43.99587059416377
2017-07-01,2017,7,1193750,29.16,19.95,0.399,23.833,45.72311949457601,0.0,0.0,23833386.89,23833386.89,23833386.89,0.0,23.833,0.0,45.72311949457601
2017-08-01,2017,8,1197117,12.1,15.63,0.313,18.516,47.44381665897441,0.0,0.0,18516266.6,18516266.6,18516266.6,0.0,18.516,0.0,47.44381665897441
2017-09-01,2017,9,1200483,40.31,13.08,0.262,15.042,47.8721425001442,0.0,0.0,15041742.56,15041742.56,15041742.56,0.0,15.042,0.0,47.8721425001442
2017-10-01,2017,10,1203849,55.16,12.41,0.248,14.368,55.38804941738764,0.0,0.0,14367522.45,14367522.45,14367522.45,0.0,14.368,0.0,55.38804941738764
2017-11-01,2017,11,1207215,76.72,13.74,0.275,12.83,58.21241416453408,0.0,0.0,12829761.07,12829761.07,12829761.07,0.0,12.83,0.0,58.21241416453408
2017-12-01,2017,12,1210581,104.67,14.3,0.286,19.773,63.41804157002788,2.524,2.202,6.575,7.834,8.981,3.007,22.78,3.007,63.41804157002788
2018-01-01,2018,1,1213947,105.38,18.66,0.373,25.655,73.91002018932781,3.786,3.024,5.205,6.776,8.483,1.922,27.577,4.929,73.91002018932781
2018-02-01,2018,2,1217429,108.01,21.27,0.425,31.463,76.67912076402263,0.0,0.0,30.528,31463255.61,31463255.61,-3.898000000000001,27.565,1.031,76.67912076402263
2018-03-01,2018,3,1220911,78.45,25.03,0.501,37.242,77.3521798923517,0.0,0.0,37241736.2,37241736.2,37241736.2,-1.031,36.211,0.0,77.3521798923517
2018-04-01,2018,4,1224393,53.04,24.42,0.488,38.962,74.66009885717733,0.0,0.0,38962214.28,38962214.28,38962214.28,0.0,38.962,0.0,74.66009885717733
2018-05-01,2018,5,1227875,37.76,24.9,0.498,37.13,67.40809059872615,0.0,0.0,37130205.69,37130205.69,37130205.69,0.0,37.13,0.0,67.40809059872615
2018-06-01,2018,6,1231357,27.78,20.77,0.415,31.877,60.15969683581203,0.0,0.0,31876656.08,31876656.08,31876656.08,0.0,31.877,0.0,60.15969683581203
2018-07-01,2018,7,1234838,21.77,18.95,0.379,23.873,39.98097344027718,0.0,0.0,23873043.66,23873043.66,23873043.66,0.0,23.873,0.0,39.98097344027718
2018-08-01,2018,8,1238320,14.52,15.76,0.315,16.592,33.737936295868565,0.0,0.0,16592095.14,16592095.14,16592095.14,0.0,16.592,0.0,33.737936295868565
2018-09-01,2018,9,1241802,40.9,12.74,0.255,13.876,38.97665102636689,0.0,0.0,13875751.5,13875751.5,13875751.5,0.0,13.876,0.0,38.97665102636689
2018-10-01,2018,10,1245284,62.28,12.66,0.253,10.902,49.60047609678087,0.0,0.0,10901764.97,10901764.97,10901764.97,0.0,10.902,0.0,49.60047609678087
2018-11-01,2018,11,1248766,105.17,14.19,0.284,12.986,55.8735512566937,1.532,1.27,6.749,8.478,10.223,1.924,14.91,1.924,55.8735512566937
2018-12-01,2018,12,1252248,113.41,15.31,0.306,18.5,69.5194374568413,9.686,8.982,1.722,1.91,2.06,8.817,27.317,10.741,69.5194374568413
2019-01-01,2019,1,1255730,91.47,17.39,0.348,26.081,79.12950969348417,13.981,12.801,1.656,1.866,2.037,5.009,31.09,15.75,79.12950969348417
2019-02-01,2019,2,1259332,91.77,21.56,0.431,32.729,78.86378623306553,6.184,4.62,3.837,5.293,7.085,-7.221,25.508,8.529,78.86378623306553
2019-03-01,2019,3,1262934,65.37,23.13,0.463,36.883,76.47783922695334,0.0,0.0,36882744.11,36882744.11,36882744.11,-8.529,28.354000000000003,0.0,76.47783922695334
2019-04-01,2019,4,1266536,54.09,24.33,0.487,40.375,85.03475066620658,0.0,0.0,40374944.69,40374944.69,40374944.69,0.0,40.375,0.0,85.03475066620658
2019-05-01,2019,5,1270137,43.16,23.71,0.474,38.532,92.25997426249896,0.0,0.0,38532193.35,38532193.35,38532193.35,0.0,38.532,0.0,92.25997426249896
2019-06-01,2019,6,1273739,37.42,20.38,0.408,32.897,89.9756109194237,0.0,0.0,32897021.06,32897021.06,32897021.06,0.0,32.897,0.0,89.9756109194237
2019-07-01,2019,7,1277341,12.71,17.44,0.349,26.537,83.71240456238002,0.0,0.0,26537069.17,26537069.17,26537069.17,0.0,26.537,0.0,83.71240456238002
2019-08-01,2019,8,1280943,18.82,15.91,0.318,20.058,83.3580102441966,0.0,0.0,20057592.29,20057592.29,20057592.29,0.0,20.058,0.0,83.3580102441966
2019-09-01,2019,9,1284545,18.53,13.01,0.26,15.015,76.87272744792617,0.0,0.0,15014687.25,15014687.25,15014687.25,0.0,15.015,0.0,76.87272744792617
2019-10-01,2019,10,1288146,58.37,10.77,0.215,12.113,74.6691422275559,0.0,0.0,12113398.45,12113398.45,12113398.45,0.0,12.113,0.0,74.6691422275559
2019-11-01,2019,11,1291748,69.38,13.92,0.278,14.797,77.90360505819957,0.0,0.0,14796571.37,14796571.37,14796571.37,0.0,14.797,0.0,77.90360505819957
2019-12-01,2019,12,1295350,89.35,15.76,0.315,19.117,74.43993834861256,0.0,0.0,19116953.62,19116953.62,19116953.62,0.0,19.117,0.0,74.43993834861256
2020-01-01,2020,1,1298952,91.23,18.1,0.362,24.746,66.65688421535047,0.0,0.0,24745738.86,24745738.86,24745738.86,0.0,24.746,0.0,66.65688421535047
2020-02-01,2020,2,1302678,93.7,20.68,0.414,32.912,63.614447343638304,0.0,0.0,32911566.33,32911566.33,32911566.33,0.0,32.912,0.0,63.614447343638304
2020-03-01,2020,3,1306404,62.42,24.38,0.488,36.2,67.59139429222112,0.0,0.0,36200270.04,36200270.04,36200270.04,0.0,36.2,0.0,67.59139429222112
2020-04-01,2020,4,1310129,45.33,24.84,0.497,39.078,54.39955075338588,0.0,0.0,39077955.52,39077955.52,39077955.52,0.0,39.078,0.0,54.39955075338588
2020-05-01,2020,5,1313855,61.29,25.46,0.509,39.126,49.70094726139338,0.0,0.0,39125896.66,39125896.66,39125896.66,0.0,39.126,0.0,49.70094726139338
2020-06-01,2020,6,1317581,12.48,21.89,0.438,33.728,45.12959546831608,0.0,0.0,33727789.66,33727789.66,33727789.66,0.0,33.728,0.0,45.12959546831608
2020-07-01,2020,7,1321306,9.03,18.87,0.377,27.381,38.351694631101374,0.0,0.0,27381115.9,27381115.9,27381115.9,0.0,27.381,0.0,38.351694631101374
2020-08-01,2020,8,1325032,43.73,15.48,0.31,18.644,39.088800473773965,0.0,0.0,18643910.62,18643910.62,18643910.62,0.0,18.644,0.0,39.088800473773965
2020-09-01,2020,9,1328758,69.05,13.98,0.28,13.094,43.32382550658758,0.0,0.0,13093920.73,13093920.73,13093920.73,0.0,13.094,0.0,43.32382550658758
2020-10-01,2020,10,1332484,48.28,13.04,0.261,11.839,47.240791104534,0.692,0.402,10.503,17.104,29.438,1.127,12.966,1.127,47.240791104534
2020-11-01,2020,11,1336210,76.32,14.28,0.286,13.773,49.206498302438185,0.0,0.0,13772940.64,13772940.64,13772940.64,-1.127,12.646,0.0,49.206498302438185
2020-12-01,2020,12,1339935,98.06,15.24,0.305,18.881,43.81110691733025,1.487,1.167,9.594,12.695,16.182,1.968,20.849,1.968,43.81110691733025
2021-01-01,2021,1,1343661,117.29,18.33,0.367,27.221,52.390556245404625,2.275,1.543,8.068,11.963,17.641,1.406,28.627,3.374,52.390556245404625
2021-02-01,2021,2,1347515,84.77,21.29,0.426,32.627,49.89041215605071,0.0,0.0,78.363,32627201.04,32627201.04,-2.958,29.669000000000004,0.416,49.89041215605071
2021-03-01,2021,3,1351369,77.55,24.38,0.488,38.116,38.5938295124886,0.0,0.0,38116296.98,38116296.98,38116296.98,-0.416,37.7,0.0,38.5938295124886
2021-04-01,2021,4,1355223,67.77,25.68,0.514,38.863,36.67444996049156,0.0,0.0,38862936.74,38862936.74,38862936.74,0.0,38.863,0.0,36.67444996049156
2021-05-01,2021,5,1359077,44.35,23.5,0.47,38.357,44.57905724595688,0.0,0.0,38357028.42,38357028.42,38357028.42,0.0,38.357,0.0,44.57905724595688
2021-06-01,2021,6,1362931,21.6,21.33,0.427,32.902,43.676406629622335,0.0,0.0,32901649.16,32901649.16,32901649.16,0.0,32.902,0.0,43.676406629622335
2021-07-01,2021,7,1366785,18.66,18.85,0.377,25.087,44.974829777847546,0.0,0.0,25086953.15,25086953.15,25086953.15,0.0,25.087,0.0,44.974829777847546
2021-08-01,2021,8,1370639,11.61,15.46,0.309,18.8,47.966177742020285,0.0,0.0,18799668.65,18799668.65,18799668.65,0.0,18.8,0.0,47.966177742020285
2021-09-01,2021,9,1374493,37.62,14.1,0.282,13.856,51.69819108560386,0.0,0.0,13856430.22,13856430.22,13856430.22,0.0,13.856,0.0,51.69819108560386
2021-10-01,2021,10,1378347,57.34,11.05,0.221,12.004,50.07265808606233,0.0,0.0,12004272.76,12004272.76,12004272.76,0.0,12.004,0.0,50.07265808606233
2021-11-01,2021,11,1382201,82.32,12.86,0.257,16.021,43.660063314860416,0.0,0.0,16020853.78,16020853.78,16020853.78,0.0,16.021,0.0,43.660063314860416
2021-12-01,2021,12,1386055,89.09,15.08,0.302,19.048,50.356470221333,0.491,0.145,18.867,38.797,131.166,1.01,20.058,1.01,50.356470221333
2022-01-01,2022,1,1389909,104.72,17.04,0.341,25.795,55.24999961314285,0.0,0.0,70.047,25794830.54,25794830.54,-0.642,25.153,0.368,55.24999961314285
2022-02-01,2022,2,1393896,104.77,20.99,0.42,31.118,52.652873135057426,0.0,0.0,31117977.04,31117977.04,31117977.04,-0.368,30.75,0.0,52.652873135057426
2022-03-01,2022,3,1397882,81.55,23.22,0.464,37.245,55.3457912413413,0.0,0.0,37244880.39,37244880.39,37244880.39,0.0,37.245,0.0,55.3457912413413
2022-04-01,2022,4,1401869,63.52,24.52,0.49,39.742,56.19147752568614,0.0,0.0,39741779.61,39741779.61,39741779.61,0.0,39.742,0.0,56.19147752568614
2022-05-01,2022,5,1405856,40.53,24.64,0.493,37.604,53.84798229773513,0.0,0.0,37603585.33,37603585.33,37603585.33,0.0,37.604,0.0,53.84798229773513
2022-06-01,2022,6,1409842,25.36,21.49,0.43,34.553,60.18051167192645,0.0,0.0,34553440.19,34553440.19,34553440.19,0.0,34.553,0.0,60.18051167192645
2022-07-01,2022,7,1413829,12.78,17.94,0.359,25.895,59.76201329187019,0.0,0.0,25894877.82,25894877.82,25894877.82,0.0,25.895,0.0,59.76201329187019
2022-08-01,2022,8,1417816,28.52,15.62,0.312,20.731,55.92463916828187,0.0,0.0,20730881.86,20730881.86,20730881.86,0.0,20.731,0.0,55.92463916828187
2022-09-01,2022,9,1421802,39.03,14.2,0.284,14.61,53.38794376460902,0.0,0.0,14610167.47,14610167.47,14610167.47,0.0,14.61,0.0,53.38794376460902
2022-10-01,2022,10,1425789,80.93,11.98,0.24,12.123,49.590712547069124,0.0,0.0,12122840.29,12122840.29,12122840.29,0.0,12.123,0.0,49.590712547069124
2022-11-01,2022,11,1429776,95.73,12.83,0.257,14.204,56.543455137130124,4.123,3.783,3.066,3.445,3.754,4.633,18.837,4.633,56.543455137130124
2022-12-01,2022,12,1433762,98.5,16.05,0.321,19.468,69.37185620314139,9.164,8.422,1.894,2.124,2.312,5.643999999999999,25.112,10.277,69.37185620314139
2023-01-01,2023,1,1437749,92.37,18.53,0.371,28.329,79.74230166757098,9.439,8.283,2.536,3.001,3.42,0.8960000000000008,29.225,11.173,79.74230166757098
2023-02-01,2023,2,1441873,83.52,22.14,0.443,31.3,70.94522688272575,0.0,0.0,16.737,31299536.51,31299536.51,-9.303,21.997,1.87,70.94522688272575
2023-03-01,2023,3,1445997,91.91,23.88,0.478,36.423,57.5597667848958,0.0,0.0,36423262.56,36423262.56,36423262.56,-1.87,34.553000000000004,0.0,57.5597667848958
2023-04-01,2023,4,1450121,62.63,25.18,0.504,39.865,50.315250259980175,0.0,0.0,39865092.19,39865092.19,39865092.19,0.0,39.865,0.0,50.315250259980175
2023-05-01,2023,5,1454245,44.8,23.16,0.463,38.694,41.99001853172939,0.0,0.0,38693925.46,38693925.46,38693925.46,0.0,38.694,0.0,41.99001853172939
2023-06-01,2023,6,1458369,7.91,21.68,0.434,34.533,34.56322887097335,0.0,0.0,34532756.24,34532756.24,34532756.24,0.0,34.533,0.0,34.56322887097335
2023-07-01,2023,7,1462492,29.27,18.54,0.371,26.662,44.605481211507104,0.0,0.0,26662380.8,26662380.8,26662380.8,0.0,26.662,0.0,44.605481211507104
2023-08-01,2023,8,1466616,29.9,14.84,0.297,19.251,46.02665471352984,0.0,0.0,19250780.34,19250780.34,19250780.34,0.0,19.251,0.0,46.02665471352984
2023-09-01,2023,9,1470740,28.9,12.4,0.248,15.681,48.273921774384945,0.0,0.0,15680847.51,15680847.51,15680847.51,0.0,15.681,0.0,48.273921774384945
2023-10-01,2023,10,1474864,55.28,13.17,0.263,13.726,51.08142713522648,0.0,0.0,13725737.81,13725737.81,13725737.81,0.0,13.726,0.0,51.08142713522648
2023-11-01,2023,11,1478988,82.64,13.25,0.265,14.834,62.4230488839211,0.0,0.0,14834394.38,14834394.38,14834394.38,0.0,14.834,0.0,62.4230488839211
2023-12-01,2023,12,1483112,95.17,14.97,0.299,20.457,70.89890468904262,1.734,1.387,9.074,11.799,14.752,2.254,22.711,2.254,70.89890468904262
2024-01-01,2024,1,1487236,97.08,18.65,0.373,27.085,77.29718799025835,0.362,0.0,18.271,74.771,27084744.34,-0.772,26.313,1.482,77.29718799025835
2024-02-01,2024,2,1491502,93.61,22.51,0.45,33.1,76.80537942939985,0.0,0.0,33099881.46,33099881.46,33099881.46,-1.482,31.618,0.0,76.80537942939985
2024-03-01,2024,3,1495768,77.48,22.32,0.446,39.13,76.92103177482923,0.0,0.0,39129987.23,39129987.23,39129987.23,0.0,39.13,0.0,76.92103177482923
2024-04-01,2024,4,1500034,61.53,23.67,0.473,41.163,75.71980026397827,0.0,0.0,41163432.33,41163432.33,41163432.33,0.0,41.163,0.0,75.71980026397827
2024-05-01,2024,5,1504299,54.71,23.27,0.465,38.841,76.10116693548426,0.0,0.0,38841351.17,38841351.17,38841351.17,0.0,38.841,0.0,76.10116693548426
2024-06-01,2024,6,1508565,0.0,22.74,0.455,35.459,71.25832745246939,0.0,0.0,35459006.24,35459006.24,35459006.24,0.0,35.459,0.0,71.25832745246939
2024-07-01,2024,7,1512831,17.63,18.92,0.378,24.229,77.93155267044676,0.0,0.0,24229004.15,24229004.15,24229004.15,0.0,24.229,0.0,77.93155267044676
2024-08-01,2024,8,1517097,27.12,16.26,0.325,18.262,77.56857770067722,0.0,0.0,18262323.89,18262323.89,18262323.89,0.0,18.262,0.0,77.56857770067722
2024-09-01,2024,9,1521363,42.96,12.73,0.255,13.449,74.47517977774984,0.0,0.0,13448610.82,13448610.82,13448610.82,0.0,13.449,0.0,74.47517977774984
2024-10-01,2024,10,1525628,56.28,11.94,0.239,12.288,81.63825206062187,0.0,0.0,12287506.24,12287506.24,12287506.24,0.0,12.288,0.0,81.63825206062187
2024-11-01,2024,11,1529894,62.43,13.84,0.277,14.641,85.23718094891512,0.0,0.0,14641008.38,14641008.38,14641008.38,0.0,14.641,0.0,85.23718094891512
2024-12-01,2024,12,1534160,97.92,15.76,0.315,18.549,86.30634275895433,0.0,0.0,18548958.42,18548958.42,18548958.42,0.0,18.549,0.0,86.30634275895433
2025-01-01,2025,1,1538426,117.27,19.13,0.383,26.256,84.52216616956815,1.082,0.671,15.452,24.259,39.126,1.699,27.955,1.699,84.52216616956815
2025-02-01,2025,2,1542839,79.3,21.62,0.432,33.406,86.33791205302882,0.0,0.0,33405862.72,33405862.72,33405862.72,-1.699,31.707,0.0,86.33791205302882
2025-03-01,2025,3,1547251,88.64,24.14,0.483,42.231,84.3032124154634,0.0,0.0,42231143.18,42231143.18,42231143.18,0.0,42.231,0.0,84.3032124154634
2025-04-01,2025,4,1551664,56.71,24.86,0.497,42.953,79.0799554471879,0.0,0.0,42953123.7,42953123.7,42953123.7,0.0,42.953,0.0,79.0799554471879
2025-05-01,2025,5,1556077,39.39,24.49,0.49,39.11,76.70717135820153,0.0,0.0,39109930.08,39109930.08,39109930.08,0.0,39.11,0.0,76.70717135820153
2025-06-01,2025,6,1560489,14.83,22.31,0.446,34.228,68.1928703596097,0.0,0.0,34227598.55,34227598.55,34227598.55,0.0,34.228,0.0,68.1928703596097
2025-07-01,2025,7,1564902,16.66,17.62,0.352,26.206,68.0873791853656,0.0,0.0,26205996.96,26205996.96,26205996.96,0.0,26.206,0.0,68.0873791853656
2025-08-01,2025,8,1569315,38.36,14.18,0.284,17.787,64.82021601624336,0.0,0.0,17786800.63,17786800.63,17786800.63,0.0,17.787,0.0,64.82021601624336
2025-09-01,2025,9,1573727,45.83,14.26,0.285,14.882,69.10705119142189,0.0,0.0,14881938.47,14881938.47,14881938.47,0.0,14.882,0.0,69.10705119142189
2025-10-01,2025,10,1578140,77.32,13.58,0.272,12.464,65.56593774301447,0.0,0.0,12464377.25,12464377.25,12464377.25,0.0,12.464,0.0,65.56593774301447
2025-11-01,2025,11,1582553,91.77,12.84,0.257,14.946,57.21677940953188,3.015,2.69,4.268,4.958,5.556,3.502,18.448,3.502,57.21677940953188
2025-12-01,2025,12,1586965,99.03,14.45,0.289,18.507,51.67351068460859,6.507,5.796,2.444,2.844,3.193,4.07,22.577,7.572,51.67351068460859
2026-01-01,2026,1,1591378,117.44,18.85,0.377,26.635,49.99350782248807,7.883,6.757,2.782,3.379,3.942,1.9999999999999991,28.635,9.572,49.99350782248807
2026-02-01,2026,2,1595942,99.03,22.43,0.449,34.72,50.74169271215493,4.794,3.175,4.807,7.242,10.937,-2.3489999999999998,32.371,7.223,50.74169271215493
2026-03-01,2026,3,1600507,88.28,25.23,0.505,40.376,46.87024983972235,0.0,0.0,40376124.45,40376124.45,40376124.45,-7.223,33.153,0.0,46.87024983972235
2026-04-01,2026,4,1605072,57.03,25.14,0.503,42.144,50.424337645011484,0.0,0.0,42143834.89,42143834.89,42143834.89,0.0,42.144,0.0,50.424337645011484
2026-05-01,2026,5,1609636,40.67,23.72,0.474,38.485,56.69679745287843,0.0,0.0,38484530.98,38484530.98,38484530.98,0.0,38.485,0.0,56.69679745287843
2026-06-01,2026,6,1614200,18.38,21.15,0.423,35.441,57.9576870903677,0.0,0.0,35441101.17,35441101.17,35441101.17,0.0,35.441,0.0,57.9576870903677
2026-07-01,2026,7,1618765,29.9,18.79,0.376,26.596,54.14726248931835,0.0,0.0,26596302.42,26596302.42,26596302.42,0.0,26.596,0.0,54.14726248931835
2026-08-01,2026,8,1623330,13.58,15.57,0.311,21.132,50.32685090396477,0.0,0.0,21131858.7,21131858.7,21131858.7,0.0,21.132,0.0,50.32685090396477
2026-09-01,2026,9,1627894,47.82,12.87,0.257,15.701,46.36789921948474,0.0,0.0,15700794.28,15700794.28,15700794.28,0.0,15.701,0.0,46.36789921948474
2026-10-01,2026,10,1632458,58.09,14.21,0.284,11.752,44.96276918561896,0.0,0.0,11752263.99,11752263.99,11752263.99,0.0,11.752,0.0,44.96276918561896
2026-11-01,2026,11,1637023,91.71,14.83,0.297,15.137,46.25336478882241,0.0,0.0,92.818,15137351.6,15137351.6,0.163,15.3,0.163,46.25336478882241
2026-12-01,2026,12,1641588,102.15,16.58,0.332,20.786,50.62254127766896,3.248,2.863,5.211,6.4,7.261,3.826,24.612,3.989,50.62254127766896
